order_id,customer_id,order_date,status,shipping_city,shipping_state,total_amount,first_name,last_name,email,phone,age,gender,city,state,income_level,join_date,is_active,is_outlier
973,12055,2024-11-03,completed,Vasai-Virar,Tamil Nadu,627134.3,Eva,Gulati,samardalal@example.com,912437081723,38,Male,Vasai-Virar,Tamil Nadu,Premium,2022-10-04,True,True
1026,7859,2022-04-15,completed,Bhusawal,Madhya Pradesh,389335.57,Shaan,Dayal,somshanaya@example.org,592677291,18,Male,Bhusawal,Madhya Pradesh,Low,2022-12-01,True,True
1032,10852,2023-08-11,delivered,Bulandshahr,Uttar Pradesh,325424.63,Dishani,Dixit,rbaral@example.com,8382993524,31,Male,Bulandshahr,Uttar Pradesh,Medium,2022-08-05,True,True
1042,15100,2022-11-10,completed,Aligarh,Tamil Nadu,333888.88,Mannat,Ahuja,amira71@example.org,4147373232,18,Female,Aligarh,Tamil Nadu,Medium,2024-01-03,True,True
1076,3516,2022-07-24,delivered,Noida,West Bengal,476574.57,Aarna,Shere,misha38@example.org,8313800338,34,Female,Noida,West Bengal,Low,2023-11-05,True,True
1094,6933,2023-02-04,completed,Phagwara,Uttar Pradesh,385174.49,Sara,Yadav,johalyasmin@example.com,913679754053,34,Female,Phagwara,Uttar Pradesh,Low,2023-02-19,True,True
1154,9581,2023-05-05,completed,Baranagar,Maharashtra,544641.18,Charvi,Uppal,rashachandran@example.org,3274941296,31,Male,Baranagar,Maharashtra,Low,2024-01-04,True,True
1196,9456,2024-10-20,processing,Hindupur,West Bengal,654628.76,Piya,Subramanian,clata@example.net,2757527903,31,Male,Hindupur,West Bengal,Medium,2024-12-22,True,True
1209,18759,2022-10-09,completed,Meerut,Delhi,400526.76,Mehul,Rao,psrivastava@example.com,2365655456,18,Female,Meerut,Delhi,Medium,2023-12-03,False,True
1223,19266,2024-06-05,completed,Tenali,Punjab,380279.64,Ryan,Deshpande,sandaldivyansh@example.com,918095353826,32,Female,Tenali,Punjab,Low,2024-10-05,False,True
1303,16389,2023-04-19,completed,Jaunpur,Karnataka,398434.11,Purab,Ratta,bobalhrishita@example.org,3827236016,21,Female,Jaunpur,Karnataka,Low,2022-06-19,True,True
1334,7133,2024-09-23,completed,Tirunelveli,Rajasthan,339074.59,Biju,Chandra,ryanborde@example.net,914658640940,32,Male,Tirunelveli,Rajasthan,Medium,2022-10-17,True,True
1404,12307,2022-03-17,completed,Mahbubnagar,Maharashtra,746102.91,Hridaan,Kaul,chatterjeezeeshan@example.com,8193288191,35,Male,Mahbubnagar,Maharashtra,High,2022-04-03,True,True
1449,16170,2024-01-03,completed,Pimpri-Chinchwad,Madhya Pradesh,372585.54,Nehmat,Bail,ybajaj@example.com,3547866079,42,Female,Pimpri-Chinchwad,Madhya Pradesh,Low,2022-06-10,True,True
1468,1638,2022-05-23,completed,Kozhikode,West Bengal,492569.94,Bhavin,Joshi,piya19@example.net,910616691008,21,Male,Kozhikode,West Bengal,Low,2024-10-28,True,True
1537,14045,2024-07-09,completed,Navi Mumbai,Madhya Pradesh,343245.27,Nehmat,Maharaj,kalasaksham@example.com,332773065,29,Female,Navi Mumbai,Madhya Pradesh,Low,2024-07-07,False,True
1564,15193,2024-09-02,completed,Dhule,Maharashtra,690729.26,Yashvi,Sawhney,ryanahuja@example.org,915663653485,26,Male,Dhule,Maharashtra,Medium,2022-10-29,True,True
1582,10031,2023-10-04,completed,Amravati,Bihar,460776.95,Reyansh,Bakshi,kdalal@example.net,913514997464,40,Male,Amravati,Bihar,Medium,2024-03-24,True,True
1604,5740,2024-05-23,completed,Guwahati,Bihar,411553.71,Divit,Chahal,umang27@example.net,3662548010,43,Male,Guwahati,Bihar,Low,2023-12-11,True,True
1750,13975,2024-09-16,cancelled,Kollam,Karnataka,595022.1,Trisha,Guha,dkrishnan@example.org,5368196339,18,Female,Kollam,Karnataka,High,2024-11-29,True,True
1756,4447,2022-07-30,shipped,Tiruvottiyur,Uttar Pradesh,508484.8,Piya,Dhar,ddave@example.net,9817361885,39,Female,Tiruvottiyur,Uttar Pradesh,Medium,2022-08-20,True,True
1848,3556,2022-04-21,processing,Jalgaon,West Bengal,362160.81,Riaan,Hegde,baijukrish@example.org,958304286,31,Male,Jalgaon,West Bengal,Medium,2023-01-08,True,True
1901,377,2024-05-09,completed,Adoni,Delhi,488152.5,Mishti,Apte,zeeshan82@example.com,6704310385,33,Male,Adoni,Delhi,Medium,2023-06-17,True,True
1909,3537,2024-12-09,completed,Karimnagar,Bihar,505160.85,Biju,Bedi,mandsamaira@example.net,911734996321,32,Female,Karimnagar,Bihar,Medium,2022-12-11,True,True
1922,8666,2024-03-17,completed,Malegaon,Kerala,360590.49,Nishith,Bail,mahikamadan@example.com,3799654799,20,Male,Malegaon,Kerala,Low,2023-10-07,True,True
2056,15848,2024-05-16,completed,Pudukkottai,Rajasthan,496973.49,Arnav,Bhargava,vanyatiwari@example.com,621599390,28,Female,Pudukkottai,Rajasthan,Medium,2022-05-25,True,True
2106,12781,2024-06-01,delivered,Jamalpur,Bihar,463519.24,Arnav,Sangha,khans@example.org,9632239473,46,Male,Jamalpur,Bihar,Low,2024-08-24,False,True
2110,11189,2023-04-03,completed,Mau,Uttar Pradesh,482088.05,Drishya,Dua,shethrohan@example.org,4645220716,52,Female,Mau,Uttar Pradesh,High,2024-04-25,True,True
2176,10672,2022-08-09,completed,Nashik,Karnataka,397263.42,Tejas,Sule,raghavtaneja@example.net,911916021507,27,Female,Nashik,Karnataka,Low,2024-01-02,True,True
2246,17119,2022-01-19,completed,Anantapuram,Uttar Pradesh,384843.07,Dharmajan,Singhal,khushighosh@example.com,919565401388,25,Female,Anantapuram,Uttar Pradesh,Low,2023-11-10,True,True
2259,12424,2022-11-18,shipped,Vijayawada,West Bengal,618860.1,Rania,Kala,sridharjivin@example.net,5741284095,20,Female,Vijayawada,West Bengal,Low,2024-05-24,True,True
2345,13155,2022-08-23,completed,Shimla,Uttar Pradesh,709657.65,Aradhya,Bose,mbanik@example.net,4259544802,37,Male,Shimla,Uttar Pradesh,Medium,2023-05-25,True,True
2369,395,2024-04-07,completed,Dibrugarh,Rajasthan,531309.67,Vanya,Sethi,dishanimane@example.org,919083342801,32,Male,Dibrugarh,Rajasthan,Low,2024-01-08,True,True
2378,979,2024-05-01,pending,Bhalswa Jahangir Pur,Madhya Pradesh,425513.52,Advika,Kant,vihaan20@example.net,2662925081,44,Male,Bhalswa Jahangir Pur,Madhya Pradesh,High,2023-08-21,True,True
2419,6576,2024-04-12,processing,Ramagundam,Karnataka,1009973.75,Dishani,Varughese,indranilrege@example.org,913591661074,33,Male,Ramagundam,Karnataka,Low,2023-01-28,True,True
2426,13694,2023-01-07,processing,Bhopal,West Bengal,582941.75,Prerak,Mall,vaibhav88@example.com,4613694725,47,Male,Bhopal,West Bengal,High,2022-03-11,True,True
2428,7605,2023-02-23,completed,Sambalpur,Tamil Nadu,502251.68,Ojas,Ghosh,hridaanwali@example.com,4190865657,45,Male,Sambalpur,Tamil Nadu,Low,2023-01-17,True,True
2449,7347,2022-10-14,completed,Nizamabad,Bihar,525722.58,Gatik,Gole,parigokhale@example.net,2139625581,36,Male,Nizamabad,Bihar,Medium,2022-05-15,True,True
2492,16900,2024-09-23,delivered,Giridih,Madhya Pradesh,356795.15,Shamik,Sibal,zainjha@example.net,916191267381,29,Female,Giridih,Madhya Pradesh,Medium,2024-02-28,True,True
2561,11781,2022-04-23,completed,Kollam,Karnataka,327702.39,Dhruv,Sarin,bawadhanuk@example.org,910021019759,52,Male,Kollam,Karnataka,Low,2024-07-19,True,True
2566,3612,2024-06-06,completed,Surendranagar Dudhrej,Madhya Pradesh,447627.99,Nishith,Arya,kandaishaan@example.com,6605313978,28,Female,Surendranagar Dudhrej,Madhya Pradesh,High,2023-03-18,True,True
2572,7594,2022-11-27,completed,Vijayawada,Uttar Pradesh,471413.4,Anvi,Dora,lakshay12@example.org,8033483338,38,Female,Vijayawada,Uttar Pradesh,High,2024-02-04,True,True
2617,11891,2022-11-28,completed,Bilaspur,Uttar Pradesh,352725.47,Akarsh,Char,anahi43@example.com,913386302969,56,Male,Bilaspur,Uttar Pradesh,High,2024-03-08,True,True
2635,10991,2024-04-28,completed,Ambala,Maharashtra,452252.57,Kabir,Sarkar,banerjeepranay@example.com,911293231452,35,Female,Ambala,Maharashtra,Low,2024-06-16,True,True
2663,3772,2023-11-18,completed,Hubli–Dharwad,Rajasthan,327582.46,Alia,Keer,kavyabava@example.org,8440147082,54,Male,Hubli–Dharwad,Rajasthan,Low,2024-11-28,True,True
2737,1570,2022-07-07,completed,Tirunelveli,Karnataka,439828.92,Zoya,Chakrabarti,bhattiurvi@example.net,8387890345,18,Female,Tirunelveli,Karnataka,Medium,2024-07-12,True,True
2790,18181,2024-10-05,completed,Gaya,Bihar,355918.82,Ojas,Ahluwalia,dcherian@example.org,913534978899,43,Male,Gaya,Bihar,Medium,2023-03-26,True,True
2920,2768,2022-10-01,completed,Amritsar,Bihar,409736.18,Eshani,Sandal,madanriaan@example.org,919652179005,47,Male,Amritsar,Bihar,High,2022-07-28,True,True
2937,17672,2023-08-25,completed,Nashik,Rajasthan,557337.11,Parinaaz,Manda,nehmatchoudhury@example.com,9150511319,33,Female,Nashik,Rajasthan,High,2023-03-25,True,True
2976,4755,2024-08-12,pending,Mira-Bhayandar,Telangana,543188.53,Madhav,Grover,qsastry@example.net,913742141570,31,Male,Mira-Bhayandar,Telangana,High,2022-07-10,True,True
2989,18586,2022-06-29,completed,Mahbubnagar,Kerala,535059.05,Baiju,Dhar,yakshit51@example.net,1574137217,24,Female,Mahbubnagar,Kerala,Low,2023-08-10,True,True
3011,1834,2024-06-19,completed,Kavali,Karnataka,419260.6,Sara,Rajagopal,bavafarhan@example.org,851846689,38,Male,Kavali,Karnataka,Medium,2022-12-12,True,True
3111,9821,2024-03-09,delivered,Bongaigaon,Madhya Pradesh,492934.33,Urvi,Hayre,anahita18@example.com,3440401097,36,Female,Bongaigaon,Madhya Pradesh,Medium,2022-01-19,True,True
3202,16552,2022-02-16,shipped,Bally,Tamil Nadu,468165.97,Lagan,Madan,nayantara10@example.net,916161656902,36,Female,Bally,Tamil Nadu,Low,2024-07-11,True,True
3237,6776,2024-07-26,delivered,Ichalkaranji,Uttar Pradesh,777433.37,Miraya,Bajwa,onkarkorpal@example.net,7764637722,44,Female,Ichalkaranji,Uttar Pradesh,High,2023-05-11,True,True
3246,17404,2023-11-10,delivered,Ghaziabad,West Bengal,358465.6,Miraan,Saran,kundakiara@example.net,9577836583,42,Female,Ghaziabad,West Bengal,Medium,2024-01-13,True,True
3252,15704,2023-06-18,completed,Avadi,Uttar Pradesh,329334.02,Baiju,Ramachandran,divyansh58@example.net,2045032615,18,Male,Avadi,Uttar Pradesh,High,2022-01-17,True,True
3286,13093,2024-10-18,shipped,Mirzapur,Tamil Nadu,486679.44,Kiaan,Lata,lhegde@example.com,915967277679,51,Female,Mirzapur,Tamil Nadu,Low,2024-09-12,True,True
3351,18618,2023-08-24,completed,Dibrugarh,Uttar Pradesh,394086.28,Mamooty,Keer,rattaelakshi@example.com,910767200612,36,Male,Dibrugarh,Uttar Pradesh,Medium,2024-01-24,True,True
3356,11619,2022-01-28,cancelled,Patiala,Tamil Nadu,393631.78,Shamik,Karan,ftrivedi@example.com,917716554051,27,Female,Patiala,Tamil Nadu,Medium,2024-10-15,True,True
3403,1645,2024-07-17,shipped,Bangalore,Uttar Pradesh,347999.34,Aarna,Sarin,devanshchauhan@example.com,622901138,48,Female,Bangalore,Uttar Pradesh,High,2023-03-11,True,True
3409,7448,2024-02-14,completed,Giridih,Rajasthan,376324.82,Anya,Kari,ramanathanpranay@example.com,4733663572,27,Male,Giridih,Rajasthan,Low,2024-10-10,True,True
3421,12974,2024-05-28,processing,Suryapet,Gujarat,495088.08,Faiyaz,Baral,indrans17@example.org,2147588128,21,Female,Suryapet,Gujarat,Medium,2024-05-28,True,True
3428,985,2023-12-16,shipped,Muzaffarpur,Tamil Nadu,342745.48,Divij,Vyas,lwarrior@example.net,911348629857,36,Male,Muzaffarpur,Tamil Nadu,Low,2023-10-24,True,True
3432,449,2023-03-14,processing,Pali,Uttar Pradesh,383665.39,Hunar,Sarma,pkapoor@example.org,9975634108,50,Female,Pali,Uttar Pradesh,Low,2022-07-15,True,True
3443,16939,2023-08-15,completed,Tezpur,Uttar Pradesh,697996.85,Kimaya,Bir,sibalhridaan@example.com,912129659339,24,Female,Tezpur,Uttar Pradesh,Low,2022-12-05,True,True
3594,14475,2024-01-24,completed,Chapra,Bihar,335887.17,Riaan,Khalsa,thamanriya@example.com,2483908752,39,Female,Chapra,Bihar,Medium,2022-02-02,True,True
3600,8843,2022-09-30,completed,Gurgaon,Bihar,525084.0,Lavanya,Soni,balazeeshan@example.net,3219260360,42,Female,Gurgaon,Bihar,Low,2022-11-13,True,True
3640,2897,2023-01-14,completed,Tumkur,Rajasthan,346308.41,Tanya,Issac,hbhardwaj@example.net,1618277347,30,Female,Tumkur,Rajasthan,Medium,2024-07-02,True,True
3689,17007,2024-01-20,shipped,Panvel,Maharashtra,649622.18,Vidur,Chopra,samairasami@example.org,5138746812,22,Male,Panvel,Maharashtra,Low,2022-01-14,True,True
3693,15939,2022-05-25,completed,Navi Mumbai,Telangana,373484.44,Ira,Bumb,ddevan@example.com,916140065169,19,Female,Navi Mumbai,Telangana,Low,2023-12-08,True,True
3699,14424,2024-06-16,completed,Jorhat,Bihar,524730.0,Vihaan,Trivedi,tarini45@example.org,7300675636,24,Male,Jorhat,Bihar,Medium,2023-07-28,True,True
3712,14638,2023-02-06,completed,Rampur,Maharashtra,383451.39,Seher,Rajagopal,jayan36@example.net,6065131597,46,Female,Rampur,Maharashtra,High,2022-03-15,True,True
3716,16572,2023-10-07,completed,Kirari Suleman Nagar,Bihar,425794.59,Hrishita,Raja,indrajit92@example.org,3428267536,45,Female,Kirari Suleman Nagar,Bihar,High,2024-06-03,True,True
3717,13187,2022-06-17,completed,Vellore,Uttar Pradesh,402778.35,Hunar,Bhagat,yuvraj-26@example.org,913705416508,22,Male,Vellore,Uttar Pradesh,Medium,2024-07-14,True,True
3722,17798,2022-09-13,completed,Rajkot,Uttar Pradesh,376290.87,Yakshit,Dubey,shenoyira@example.net,2620461084,27,Male,Rajkot,Uttar Pradesh,Low,2022-09-26,True,True
3793,7330,2022-06-11,completed,Rewa,Karnataka,701748.7,Chirag,Sandhu,vidurmand@example.net,910603648366,18,Male,Rewa,Karnataka,Low,2022-08-27,True,True
3797,2564,2024-10-28,cancelled,Ambattur,Uttar Pradesh,583661.95,Tarini,Comar,swaminathandivyansh@example.com,3032977444,49,Female,Ambattur,Uttar Pradesh,Low,2022-08-14,True,True
3816,8139,2024-04-22,completed,Nanded,Rajasthan,691177.31,Ivana,Saxena,devansh05@example.com,876745999,41,Female,Nanded,Rajasthan,High,2023-12-21,False,True
3843,182,2024-11-07,completed,Machilipatnam,Karnataka,373295.58,Indranil,Swamy,renee90@example.org,2135680442,26,Male,Machilipatnam,Karnataka,Medium,2023-12-04,True,True
3860,19280,2024-04-02,shipped,Alappuzha,Tamil Nadu,430375.24,Zaina,Ghosh,shanhiran@example.net,912095805671,18,Female,Alappuzha,Tamil Nadu,Low,2024-02-10,True,True
3863,7957,2024-07-20,processing,Vellore,Gujarat,369553.04,Mishti,Kale,tarini35@example.net,9117580274,34,Male,Vellore,Gujarat,Medium,2024-05-01,True,True
3887,89,2022-01-27,completed,Tenali,Maharashtra,395540.24,Riya,Vaidya,dhardharmajan@example.org,7826137506,18,Female,Tenali,Maharashtra,Low,2024-02-19,True,True
3975,5522,2024-04-11,completed,Muzaffarnagar,Uttar Pradesh,537464.9,Parinaaz,Garde,rayamira@example.com,3402197020,36,Male,Muzaffarnagar,Uttar Pradesh,Low,2023-02-20,True,True
4036,15636,2024-01-01,completed,Medininagar,Rajasthan,462447.25,Ivan,Toor,purab42@example.com,917045261278,40,Male,Medininagar,Rajasthan,Low,2022-10-02,True,True
4143,11310,2023-08-08,completed,Panchkula,Madhya Pradesh,661976.04,Amani,Gopal,ladabram@example.org,384776472,32,Female,Panchkula,Madhya Pradesh,Premium,2023-09-12,True,True
4148,7037,2023-01-05,completed,Mysore,West Bengal,488786.86,Khushi,Bera,baiju12@example.com,4104679556,30,Male,Mysore,West Bengal,Medium,2022-11-28,True,True
4177,3724,2024-01-02,completed,Aligarh,Bihar,551283.36,Tushar,Bora,anahita94@example.org,915415068985,30,Female,Aligarh,Bihar,Low,2024-04-23,True,True
4191,16424,2023-07-31,completed,Mathura,Rajasthan,523250.2,Jayan,Sarkar,samiha03@example.org,4468646036,31,Male,Mathura,Rajasthan,High,2024-04-15,True,True
4242,11060,2022-01-23,completed,Kakinada,Gujarat,423791.64,Siya,Gala,aaina87@example.net,3168050156,40,Male,Kakinada,Gujarat,Medium,2024-01-24,True,True
4298,6266,2024-04-17,completed,Vijayanagaram,Uttar Pradesh,430271.28,Aayush,Viswanathan,darshitandra@example.com,911309966229,19,Male,Vijayanagaram,Uttar Pradesh,Medium,2022-12-27,True,True
4306,8190,2023-01-28,completed,Udupi,Rajasthan,912406.02,Ojas,Dube,hkata@example.net,28803345,29,Male,Udupi,Rajasthan,High,2022-06-23,True,True
4355,12509,2022-08-14,completed,Etawah,Delhi,377659.25,Madhav,Taneja,rsarkar@example.org,918661181085,40,Female,Etawah,Delhi,Low,2023-09-25,True,True
4438,129,2024-12-03,shipped,Saharsa,Gujarat,664227.53,Yakshit,Kanda,hrishitachopra@example.org,918439599534,35,Male,Saharsa,Gujarat,Low,2022-12-10,True,True
4472,15088,2024-01-20,delivered,Karimnagar,Gujarat,354030.45,Trisha,Kar,bhaktakaira@example.org,912355199944,32,Female,Karimnagar,Gujarat,Low,2022-01-10,True,True
4483,15865,2023-11-25,completed,Sagar,West Bengal,351169.69,Sahil,Dutt,ivansubramanian@example.org,919905408109,28,Male,Sagar,West Bengal,Low,2023-06-05,True,True
4518,8928,2022-05-27,completed,Raebareli,Gujarat,830837.57,Stuvan,Bedi,ojas85@example.net,2206204772,18,Female,Raebareli,Gujarat,Low,2022-05-20,True,True
4536,6636,2024-02-24,completed,Rohtak,Bihar,468670.63,Shray,Saraf,saniahana@example.net,918604429760,18,Female,Rohtak,Bihar,High,2023-10-18,True,True
4561,2774,2024-12-30,completed,Agartala,Gujarat,618166.9,Nirvaan,Sengupta,vivaan41@example.net,2987025215,37,Female,Agartala,Gujarat,Low,2024-11-19,True,True
4623,1674,2023-03-29,completed,Thiruvananthapuram,Gujarat,340568.49,Lavanya,Kaur,ivan74@example.net,916635796714,27,Male,Thiruvananthapuram,Gujarat,Low,2024-12-28,True,True
4652,1669,2022-11-22,delivered,Kalyan-Dombivli,Uttar Pradesh,334077.27,Ojas,Iyer,travel@example.org,7973418559,41,Female,Kalyan-Dombivli,Uttar Pradesh,Medium,2024-03-15,True,True
4698,2903,2023-06-14,pending,Bahraich,West Bengal,355366.78,Arnav,Karnik,uthkarshgarde@example.org,148760967,26,Female,Bahraich,West Bengal,Low,2022-09-22,True,True
4831,6416,2024-09-24,cancelled,Ghaziabad,West Bengal,399195.48,Aarna,Borah,chadajayesh@example.net,6516166019,18,Female,Ghaziabad,West Bengal,Low,2024-12-18,True,True
4862,11623,2023-12-13,delivered,Aligarh,Gujarat,411573.51,Dharmajan,Wason,onkardhar@example.org,916503966811,18,Male,Aligarh,Gujarat,Low,2023-12-26,True,True
4935,13198,2024-08-13,completed,Hapur,Uttar Pradesh,378557.19,Badal,Konda,romil17@example.org,914853294375,42,Male,Hapur,Uttar Pradesh,Low,2024-01-10,True,True
4936,5770,2023-06-23,completed,Sambhal,Bihar,344456.58,Vidur,Dhingra,divij18@example.com,9817608079,45,Male,Sambhal,Bihar,Medium,2023-10-01,True,True
4938,5178,2023-10-16,completed,Saharsa,Tamil Nadu,337447.85,Onkar,Johal,fsoman@example.com,1498386488,29,Male,Saharsa,Tamil Nadu,Medium,2024-12-06,True,True
4982,19314,2022-06-23,delivered,Cuttack,Gujarat,459416.06,Zain,Kamdar,hrishitaandra@example.com,2397033542,32,Male,Cuttack,Gujarat,High,2023-01-30,True,True
5105,9071,2023-06-10,delivered,Gudivada,Maharashtra,503398.3,Lakshit,Bhatt,anahitaupadhyay@example.org,9334206012,33,Male,Gudivada,Maharashtra,Low,2022-02-11,True,True
5137,4070,2023-09-07,completed,Bilaspur,Gujarat,437481.28,Shalv,Balay,settyvedika@example.com,8336826144,35,Male,Bilaspur,Gujarat,Medium,2023-07-07,True,True
5183,18442,2024-10-12,completed,Agartala,Rajasthan,335125.38,Romil,Rajan,qbadami@example.com,912533261955,50,Male,Agartala,Rajasthan,Medium,2023-08-31,True,True
5187,17479,2023-04-11,completed,Vasai-Virar,West Bengal,396703.48,Dhanuk,Raval,hmann@example.org,916600766023,19,Female,Vasai-Virar,West Bengal,Medium,2023-10-31,True,True
5245,19135,2022-06-23,completed,Bhatpara,Maharashtra,359956.63,Anya,Bhandari,hanshshankar@example.org,4132571097,23,Male,Bhatpara,Maharashtra,High,2024-12-17,True,True
5250,7068,2022-09-11,completed,Thiruvananthapuram,Uttar Pradesh,528667.27,Aarav,Kumer,eva27@example.net,914656412216,27,Male,Thiruvananthapuram,Uttar Pradesh,Medium,2022-12-29,True,True
5282,12752,2022-11-18,completed,Mathura,Uttar Pradesh,496758.89,Jivika,Sankar,gokul83@example.com,7523631566,32,Female,Mathura,Uttar Pradesh,High,2023-06-19,True,True
5343,12796,2022-11-17,completed,Bellary,Bihar,638426.12,Rasha,Gera,jbumb@example.com,6249753522,34,Male,Bellary,Bihar,Medium,2024-08-18,True,True
5375,17044,2024-10-07,pending,Kumbakonam,Bihar,409846.6,Jayant,Dhar,jswaminathan@example.org,5569456352,18,Female,Kumbakonam,Bihar,Medium,2022-10-29,True,True
5391,2454,2024-12-01,completed,Kadapa,Uttar Pradesh,582316.85,Keya,Ganesan,ishitaborde@example.org,913125677250,25,Female,Kadapa,Uttar Pradesh,Medium,2023-06-19,False,True
5409,4267,2024-02-21,completed,Bhilwara,Uttar Pradesh,408280.7,Ehsaan,Joshi,zgill@example.org,915935415723,41,Female,Bhilwara,Uttar Pradesh,Low,2022-10-15,True,True
5415,3379,2024-09-13,completed,Khandwa,Tamil Nadu,371816.62,Kavya,Lalla,bawaaniruddh@example.com,5285443052,45,Female,Khandwa,Tamil Nadu,Medium,2022-06-10,False,True
5441,1281,2024-12-10,processing,Udupi,Kerala,466737.72,Armaan,Subramanian,qramachandran@example.com,5746706751,23,Male,Udupi,Kerala,High,2024-12-08,True,True
5461,2261,2023-07-15,completed,Ratlam,Bihar,439093.34,Amira,Reddy,mannmohanlal@example.net,915657439677,27,Female,Ratlam,Bihar,Low,2023-02-09,True,True
5508,14761,2022-05-14,completed,Morbi,Uttar Pradesh,621191.66,Pranay,Dhar,piyengar@example.org,852214167,39,Male,Morbi,Uttar Pradesh,Medium,2023-08-15,True,True
